建築地點,發照日期,
東區裕東段,431,101/10/02
中西區頂美段,"14-31,2527",101/10/02
佳里區佛天段,611,101/10/02
官田區二鎮段二鎮小段,12479,101/10/02
新營區復興段,537,101/10/02
新營區復興段,536537,101/10/02
永康區橋北段,106,101/10/02
永康區橋北段,106-1,101/10/02
永康區橋北段,106-2,101/10/02
永康區橋北段,106-3,101/10/03
仁德區民安段,161,101/10/03
歸仁區成功段,50,101/10/03
麻豆區國中段,68,101/10/03
安南區怡安段,625-2,101/10/03
安平區新南段,"0268-0061,0269-0244",101/10/03
安南區長和段,1093-1,101/10/03
安南區長和段,1093,101/10/04
安南區長和段,1093-2,101/10/04
永康區勝利段,11591160,101/10/05
北區北元段,"1025,1025-1,1025-2,1025-3,1025-4,1025-5,1025-6",101/10/05
東區仁和段,531-33,101/10/05
東區仁和段,531-34,101/10/05
東區仁和段,531-20,101/10/05
東區仁和段,531-19,101/10/05
東區仁和段,"531-22,531-21,531-23,531-25,531-24,531-26,531-27,531-28,531-29,531-30,531-31,531,531-32",101/10/05
南區永寧段,0662-0000,101/10/08
安南區鹿北段,1126-0,101/10/08
安平區新南段,0103-0014,101/10/08
安平區新南段,"0103-0013,0103-0003",101/10/08
永康區二王段,1145,101/10/08
永康區二王段,1145-1,101/10/08
永康區二王段,1145-2,101/10/08
永康區二王段,1145-3,101/10/08
永康區二王段,1145-4,101/10/08
永康區二王段,1145-5,101/10/08
永康區二王段,1145-6,101/10/08
永康區二王段,1145-7,101/10/08
永康區二王段,1145-8,101/10/08
永康區二王段,1145-9,101/10/08
永康區二王段,1145-10,101/10/08
永康區二王段,1145-11,101/10/08
永康區二王段,1145-12,101/10/08
永康區二王段,1145-13,101/10/08
北區光賢段,314-3,101/10/08
北區光賢段,314-2,101/10/08
北區光賢段,314,101/10/08
北區光賢段,314-1,101/10/09
安南區鹿北段,160256,101/10/09
後壁區下茄苳段,1731-6,101/10/09
北區北元段,570-12,101/10/09
北區北元段,570-13,101/10/09
北區北元段,570-14,101/10/09
北區北元段,570-15,101/10/09
善化區坐駕段,319-33,101/10/09
善化區坐駕段,319-528,101/10/09
善化區坐駕段,319-529,101/10/09
善化區坐駕段,"319-530,319-533,319-534,319-535,319-531,319-536,319-532",101/10/12
北區北元段,646,101/10/12
南區鹽埕段,2199-0000,101/10/12
南區鹽埕段,2199-0001,101/10/12
永康區六甲頂段,963-1,101/10/12
永康區六甲頂段,963,101/10/12
善化區善進段,30,101/10/12
永康區鹽東段,"1762-0000,1762-0001,1762-0002,1762-0003,1762-0004",101/10/12
善化區善文段,"1167-0000,1167-0001,1167-0002,1167-0003,1167-0004",101/10/12
永康區永強段,298-9,101/10/12
永康區永強段,298-8,101/10/12
永康區永強段,298-7,101/10/12
永康區永強段,298-6,101/10/12
永康區永強段,298-5,101/10/12
永康區永強段,298-4,101/10/12
永康區永強段,298-3,101/10/12
永康區永強段,298-2,101/10/12
永康區永強段,298-1,101/10/15
永康區永強段,298,101/10/15
新營區新東段,511-2,101/10/15
新營區新東段,511-1,101/10/15
新營區新東段,511,101/10/15
佳里區九龍段,740-1,101/10/15
,,101/10/15
新營區忠政段,"766-7,766-8",101/10/15
新營區忠政段,"766,766-1,766-2,766-3,766-4,766-5,766-6,766-9,766-10,766-11,766-12",101/10/15
永康區永二段,978-1,101/10/15
永康區永二段,978-17,101/10/15
永康區永二段,"978-2,978-3,978-4,978-5,978-6,978-7,978-8,978-9,978-10,978-11,978-12,978-13,978-14,978-15,978-16",101/10/15
永康區永二段,"978-18,978-19,978-20,978-21,978-22,978-23,978-24,978-25,978-26,978-27,978-28",101/10/15
永康區永二段,"941,941-1,941-2,941-3,941-4",101/10/16
仁德區岳王段,"1253,1253-1",101/10/16
仁德區上崙段,856,101/10/16
歸仁區八甲西段,613614,101/10/17
新營區新東段,116-8,101/10/17
永康區中興段,712714715,101/10/17
東區仁和段,478,101/10/17
學甲區東興段,154,101/10/17
安南區新順段,1065,101/10/17
安南區新順段,1065-2,101/10/17
安南區新順段,1065-3,101/10/17
安南區新順段,1065-4,101/10/17
安平區金華段,100-8,101/10/18
北區延平段,"1167-218,1167-460",101/10/18
東區裕東段,560,101/10/18
東區竹篙厝段,3006-0000,101/10/18
東區裕東段,1119-1,101/10/19
東區裕東段,1119,101/10/19
安南區海前段,"1205-7,1205-6",101/10/19
安南區海前段,"1205-5,1205-4",101/10/19
安南區海前段,"1205-3,1205-2",101/10/19
安南區海前段,"1205-1,1205",101/10/19
六甲區水林段,896,101/10/19
仁德區德南段,766,101/10/19
南區鹽埕段,2057-23,101/10/19
南區鹽埕段,2057-24,101/10/19
南區鹽埕段,20911,101/10/22
南區鹽埕段,2057-22,101/10/22
東區裕東段,108-1,101/10/22
東區虎尾寮段,"510-18,510-19,510-20,510-21,510-22,510-23,510-24,510-25,510-26,510-27",101/10/23
學甲區集和段,0387-0000,101/10/23
永康區埔園段,1258,101/10/23
永康區埔園段,1258-2,101/10/23
北區立人段,15831584,101/10/23
永康區永二段,1010-2,101/10/23
麻豆區晉江段,526,101/10/23
新市區大榮段,0415-0000,101/10/23
新市區大榮段,0415-0001,101/10/23
新市區大榮段,0415-0002,101/10/23
新市區大榮段,0415-0003,101/10/23
新市區大榮段,0415-0004,101/10/23
新市區大榮段,0415-0005,101/10/23
新市區大榮段,0415-0006,101/10/23
新市區大榮段,0415-0007,101/10/23
新市區大榮段,0415-0008,101/10/23
新營區新東段,39,101/10/23
新營區新東段,14277,101/10/23
新營區新東段,14305,101/10/23
新營區新東段,14336,101/10/23
新營區新東段,14366,101/10/23
新營區新東段,43,101/10/23
新營區新東段,15707,101/10/23
新營區新東段,15738,101/10/23
新營區新東段,15766,101/10/23
新營區新東段,15797,101/10/23
新營區新東段,15827,101/10/23
新營區新東段,14397,101/10/23
新營區新東段,41,101/10/23
新營區新東段,14977,101/10/23
新營區新東段,47,101/10/23
新營區新東段,17168,101/10/23
善化區小新營段,908-21,101/10/23
善化區小新營段,908-19,101/10/23
善化區小新營段,"908-22,908-23,908-24,908-25,908-26,908-27,908-18,908-17,908-16,908-15,908-14,908-3,908-20",101/10/24
新營區新營段,"949-52,949-53",101/10/24
安南區鹽田段,"877,878,879,880,881,882-1,882",101/10/24
永康區大灣段,4688,101/10/24
永康區大灣段,32203,101/10/24
永康區大灣段,32234,101/10/24
永康區大灣段,32264,101/10/24
永康區大灣段,32295,101/10/24
永康區大灣段,32356,101/10/24
永康區大灣段,32387,101/10/24
永康區大灣段,32417,101/10/24
永康區大灣段,32448,101/10/24
永康區大灣段,"4688-12,4688-13",101/10/25
南區,58,101/10/25
永康區南工段,170,101/10/25
官田區二鎮段二鎮小段,441-12,101/10/25
新營區南新段,1057,101/10/25
永康區大灣段,"4851-0030,4851-0031",101/10/25
永康區大灣段,4851-0029,101/10/25
永康區大灣段,4851-0028,101/10/25
永康區大灣段,4851-0027,101/10/25
永康區大灣段,4851-0026,101/10/25
永康區大灣段,4851-0025,101/10/25
永康區大灣段,4851-0024,101/10/25
永康區大灣段,"4851-0023,4851-0004",101/10/25
永康區大灣段,4851-0001,101/10/25
永康區大灣段,4851-0006,101/10/25
永康區大灣段,4851-0007,101/10/25
永康區大灣段,4851-0008,101/10/25
永康區大灣段,4851-0009,101/10/25
永康區大灣段,4851-0010,101/10/25
永康區大灣段,4851-0011,101/10/25
永康區大灣段,4851-0012,101/10/25
永康區大灣段,4851-0013,101/10/25
永康區大灣段,4851-0014,101/10/25
永康區大灣段,4851-0015,101/10/25
永康區大灣段,4851-0003,101/10/25
永康區大灣段,4851-0017,101/10/25
永康區大灣段,4851-0018,101/10/25
永康區大灣段,4851-0019,101/10/25
永康區大灣段,"4851-0020,4851-0021",101/10/25
中西區頂美段,861,101/10/26
東區光明段,"796-1,797-0,798-2,798-3,798-4",101/10/26
麻豆區大山腳段,0255-0024,101/10/26
麻豆區興國段,687-8,101/10/26
安南區海前段,"1231,1231-1,1233-1",101/10/26
安南區海前段,"1231-2,1231-3",101/10/26
安南區海前段,"1231-4,1231-5",101/10/26
安南區海前段,"1231-6,1231-7",101/10/26
安南區海前段,"1229,1229-1,1231-8",101/10/26
安南區海前段,"1224,1224-2,1229-2",101/10/26
安南區海前段,"1224-3,1224-4",101/10/26
安南區海前段,"1224-5,1224-6",101/10/26
安南區海前段,1224-7,101/10/26
安南區海前段,"1224-8,1224-9",101/10/29
安南區海前段,"1224-10,1224-11",101/10/29
仁德區城光段,"84,85,86",101/10/29
新營區新營段,740,101/10/29
新營區新營段,740-119,101/10/30
歸仁區歸仁北段,1180-0023,101/10/30
東區德高段,414-14,101/10/30
安平區古堡段,"0541-0004,0560-0000",101/10/30
北區北元段,0522-0000,101/10/31
北區北元段,0522-0001,101/10/31
東區裕東段,493,101/10/31
安平區金城段,86-37,101/10/31
安平區金城段,31686,101/10/31
新營區新營段,739-102,101/10/31
新營區新營段,739-101,101/10/31
新營區新營段,739-100,101/10/31
新營區新營段,739-95,101/10/31
新營區新營段,739-94,101/10/31
新營區新營段,739-93,101/10/31
新營區新營段,739-92,101/10/31
新營區新營段,739-6,101/10/31
新營區新營段,739-115,101/10/31
新營區新營段,739-114,101/10/31
新營區新營段,739-113,101/10/31
新營區新營段,739-112,101/10/31
新營區新營段,739-111,101/10/31
新營區新營段,739-110,101/10/31
新營區新營段,739-109,101/10/31
新營區新營段,739-108,101/10/31
新營區新營段,739-107,101/10/31
新營區新營段,739-105,101/10/31
新營區新營段,739-99,101/10/31
新營區新營段,739-98,101/10/31
新營區新營段,739-97,101/10/31
新營區新營段,739-96,101/10/31
新營區新營段,739-116,101/10/31
永康區自強段,"474,474-2,474-3,476-4",101/11/01
中西區成光段,1531,101/11/01
佳里區六安段,0626-0000,101/11/01
佳里區六安段,0626-0004,101/11/01
佳里區六安段,0626-0005,101/11/01
佳里區六安段,0626-0006,101/11/01
佳里區六安段,0626-0007,101/11/01
佳里區六安段,0626-0008,101/11/01
佳里區六安段,0626-0009,101/11/01
佳里區六安段,0626-0010,101/11/01
佳里區六安段,0626-0011,101/11/01
佳里區六安段,0626-0012,101/11/01
佳里區六安段,"0626-003,0626-0013",101/11/01
佳里區六安段,"0626-03,0626-0014",101/11/01
永康區鹽中段,709-1,101/11/01
永康區鹽中段,"1166,1170-1",101/11/01
永康區仁愛段,1101,101/11/01
永康區仁愛段,1103,101/11/01
永康區仁愛段,1105,101/11/01
安平區金城段,57-17,101/11/01
安平區金城段,76-30,101/11/02
安平區金城段,27303,101/11/02
山上區樹王段,914,101/11/02
新營區新生段,1353,101/11/02
新營區新生段,1351,101/11/02
東區虎尾寮段,510-4,101/11/02
東區虎尾寮段,510,101/11/02
東區虎尾寮段,510-5,101/11/02
東區虎尾寮段,510-6,101/11/02
東區虎尾寮段,510-7,101/11/02
東區虎尾寮段,510-8,101/11/02
東區虎尾寮段,510-9,101/11/02
東區虎尾寮段,510-10,101/11/02
東區虎尾寮段,510-12,101/11/02
東區虎尾寮段,510-14,101/11/02
東區虎尾寮段,510-28,101/11/02
東區虎尾寮段,510-29,101/11/02
安平區金華段,16072,101/11/02
安平區金華段,44-54,101/11/02
安平區金華段,44-55,101/11/02
安平區金華段,44-56,101/11/02
安平區金華段,44-57,101/11/02
安平區金華段,44-58,101/11/02
安平區金華段,44-59,101/11/02
中西區南寧段,200,101/11/02
北區光賢段,321-1,101/11/05
北區光賢段,321-2,101/11/05
北區光賢段,393-1,101/11/05
北區光賢段,393,101/11/05
歸仁區大同段,746-8,101/11/05
歸仁區大同段,746-9,101/11/05
歸仁區大同段,746-10,101/11/05
歸仁區大同段,746-11,101/11/05
歸仁區大同段,746-13,101/11/05
歸仁區大同段,746-14,101/11/05
歸仁區大同段,746-15,101/11/05
歸仁區大同段,746-16,101/11/05
歸仁區大同段,746-7,101/11/05
歸仁區大同段,746-6,101/11/05
歸仁區大同段,746-5,101/11/05
歸仁區大同段,746-4,101/11/05
歸仁區大同段,746-3,101/11/05
歸仁區大同段,746-2,101/11/05
歸仁區大同段,746-17,101/11/05
歸仁區大同段,746-18,101/11/05
歸仁區大同段,746-19,101/11/05
歸仁區大同段,746-20,101/11/05
歸仁區大同段,746-21,101/11/05
歸仁區大同段,746-22,101/11/05
歸仁區大同段,746-0,101/11/05
歸仁區大同段,746-1,101/11/05
歸仁區大同段,746-23,101/11/05
歸仁區大同段,746-24,101/11/05
歸仁區大同段,647-8,101/11/05
歸仁區大同段,647-9,101/11/05
歸仁區大同段,647-11,101/11/05
歸仁區大同段,647-12,101/11/05
歸仁區大同段,647-7,101/11/05
歸仁區大同段,647-6,101/11/05
歸仁區大同段,647-5,101/11/05
歸仁區大同段,647-4,101/11/05
歸仁區大同段,647-3,101/11/05
歸仁區大同段,647-2,101/11/05
歸仁區大同段,647-1,101/11/05
歸仁區大同段,647-0,101/11/05
歸仁區大同段,647-13,101/11/05
歸仁區大同段,647-14,101/11/05
歸仁區大同段,647-15,101/11/05
歸仁區大同段,647-16,101/11/05
歸仁區大同段,647-17,101/11/05
歸仁區大同段,647-18,101/11/05
歸仁區大同段,647-19,101/11/05
歸仁區大同段,647-20,101/11/05
安平區新南段,"0269-0002,0269-0008,0269-0042,0269-0043,0269-0044,0269-0045,0269-0115,0269-0241",101/11/05
永康區大灣段,7844,101/11/05
永康區大灣段,7845-14,101/11/05
永康區大灣段,7845-13,101/11/05
永康區大灣段,16772,101/11/05
永康區大灣段,16742,101/11/05
永康區大灣段,16711,101/11/05
永康區大灣段,16681,101/11/05
永康區大灣段,16650,101/11/05
永康區大灣段,16619,101/11/05
永康區大灣段,16589,101/11/05
永康區大灣段,16558,101/11/05
永康區大灣段,16528,101/11/05
永康區大灣段,16497,101/11/05
永康區大灣段,16469,101/11/05
永康區大灣段,16438,101/11/05
永康區大灣段,7845,101/11/05
永康區富強段,"0488-0000,0488-0012",101/11/05
永康區富強段,"0488-0001,0488-0012",101/11/05
永康區富強段,"0488-0002,0488-0012",101/11/05
永康區富強段,"0488-0003,0488-0012",101/11/05
永康區富強段,"0488-0004,0488-0012",101/11/05
永康區富強段,"0488-0005,0488-0012",101/11/05
永康區富強段,"0488-0006,0488-0012",101/11/05
永康區富強段,"0488-0007,0488-0012",101/11/05
永康區富強段,"0488-0008,0488-0012",101/11/05
永康區富強段,"0488-0009,0488-0012",101/11/05
永康區富強段,"0488-0010,0488-0012",101/11/05
永康區富強段,"0488-0011,0488-0012",101/11/05
永康區富強段,"0486-0000,0486-0001,0486-0002",101/11/05
永康區富強段,0486-0003,101/11/05
永康區富強段,0486-0004,101/11/05
永康區富強段,0486-0005,101/11/05
永康區中興段,0981-0000,101/11/05
永康區中興段,0981-0003,101/11/05
永康區中興段,0981-0004,101/11/05
永康區中興段,0981-0005,101/11/06
,,101/11/06
仁德區大甲段,506,101/11/07
北區立人段,"134,135-1,136,137,65-2,66-3",101/11/07
後壁區頭前段,737,101/11/08
仁德區岳王段,874,101/11/08
學甲區仁得段,0797-0000,101/11/09
永康區大灣段,6825,101/11/09
善化區善中段,864,101/11/09
永康區永二段,0630-0001,101/11/12
永康區永二段,0630-0010,101/11/12
佳里區佳里段,2334,101/11/12
關廟區民生段,15161519,101/11/12
新營區新營段,1489-5,101/11/12
新營區新營段,1489-4,101/11/12
新營區新營段,1489-3,101/11/12
新營區新營段,1489-2,101/11/12
新營區新營段,1489-1,101/11/12
新營區新營段,1489,101/11/12
關廟區松腳段,1115982,101/11/12
歸仁區武東段,0546-0000,101/11/12
東區光華段,691-3,101/11/12
東區光華段,691-4,101/11/12
東區光華段,691-2,101/11/12
東區光華段,691-1,101/11/12
東區光華段,626-1,101/11/12
東區光華段,626-5,101/11/12
東區光華段,626-6,101/11/12
東區光華段,626-7,101/11/13
安南區國安段,"207-2,207-3,207-4,207-11,207-12,207-13,207-14,207-15,207-16,207-17,207-18,207-19,207-20,207-21,207-22,207-23,207-24,207-25,207-26,207-27,207-28,207-29,207-30,207-31",101/11/13
永康區二王段,949-9,101/11/13
永康區二王段,949-8,101/11/13
永康區二王段,949-7,101/11/13
永康區二王段,949-6,101/11/13
永康區二王段,949-5,101/11/13
永康區二王段,949-4,101/11/13
永康區二王段,949,101/11/13
永康區二王段,949-1,101/11/13
永康區二王段,949-2,101/11/13
永康區二王段,949-3,101/11/13
永康區六甲頂段,0408-0000,101/11/13
安平區新南段,17685,101/11/13
南區鹽埕段,2661,101/11/13
南區鹽埕段,2661,101/11/13
南區鹽埕段,2661,101/11/13
南區鹽埕段,2661,101/11/13
南區大林段,200,101/11/13
,,101/11/13
安南區國安段,207,101/11/13
安南區國安段,207-1,101/11/13
安南區國安段,207-5,101/11/13
安南區國安段,207-6,101/11/13
安南區國安段,207-7,101/11/13
安南區國安段,207-8,101/11/13
安南區國安段,207-9,101/11/13
安南區國安段,207-10,101/11/13
安南區國安段,207-32,101/11/13
安南區國安段,207-33,101/11/13
安南區國安段,207-34,101/11/13
安南區國安段,207-35,101/11/13
安南區國安段,207-36,101/11/13
安南區國安段,207-37,101/11/13
安南區國安段,207-38,101/11/14
安南區國安段,207-39,101/11/14
安平區新南段,128-5,101/11/15
東區虎尾寮段,325-1,101/11/15
安南區外塭段,"762,763-3",101/11/15
安南區外塭段,762-2,101/11/15
安南區外塭段,762-3,101/11/15
安南區外塭段,762-4,101/11/15
安南區外塭段,762-5,101/11/15
安南區外塭段,762-6,101/11/15
安南區外塭段,762-7,101/11/15
安南區外塭段,762-8,101/11/15
安南區外塭段,762-9,101/11/15
安南區外塭段,762-10,101/11/15
安南區外塭段,762-11,101/11/15
安南區外塭段,"762-12,776-6",101/11/15
安南區外塭段,"762-13,776-5",101/11/15
安南區外塭段,"762-14,776-4",101/11/15
安南區外塭段,"762-15,776-3",101/11/15
將軍區中社段,"1007-0001,1020-0000,1031-0000,1031-0001",101/11/15
善化區北子店段,740-49,101/11/15
東區竹篙厝段,2602-0000,101/11/16
安南區安慶段,"368-2,369-2",101/11/16
麻豆區油車段,1093,101/11/16
新營區新營段,1367,101/11/16
新營區新東段,200-9,101/11/16
新營區新東段,200-8,101/11/16
新營區新東段,200-2,101/11/16
東區裕東段,795,101/11/16
安南區海北段,147,101/11/16
安南區海北段,147-1,101/11/16
安南區海北段,147-2,101/11/16
安南區海北段,147-3,101/11/16
安南區海北段,147-4,101/11/16
安南區海北段,147-5,101/11/16
安南區海北段,147-6,101/11/16
安南區海北段,147-7,101/11/16
安南區海北段,147-8,101/11/16
安南區海北段,147-10,101/11/16
安南區海北段,147-9,101/11/19
安南區海北段,147-11,101/11/19
安平區金城段,"90-13,90-33",101/11/19
